"sessionId","shipName","class","eventName","startGMTDate","endGMTDate","duration","distance","aftDraft","fwdDraft","midDraft","TRIM","displacement","beaufortScale","seaCondition","beaufortScaleDesc","seaConditionDesc","speed","speedGps","Porto","decLatitude","decLongitude"
39800000106,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-03 10:00:00","2021-06-04 10:00:00",24.00,273.00,14.90,14.00,14.45,0.90,128703.72,,,"2 - Light breeze","2 - Smooth (wavelets)",11.38,11.38,,-15.2278000,-32.3200000
39800000108,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-04 08:00:00","2021-06-05 09:00:00",25.00,287.00,14.90,14.00,14.45,0.90,128703.72,,,"3 - Gentle breeze","2 - Smooth (wavelets)",11.48,11.48,,-13.4012000,-37.0663000
39800000114,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-05 09:00:00","2021-06-06 01:15:00",16.25,190.00,14.90,14.00,14.45,0.90,128703.72,,,"2 - Light breeze","2 - Smooth (wavelets)",11.69,11.69,,-13.0575000,-38.3415000
39800000143,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-06 01:15:00","2021-06-06 02:40:00",1.42,9.00,,,,,,,,,,6.35,6.35,,-13.0575000,-38.3415000
39800000145,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-06 02:40:00","2021-06-06 03:20:00",0.67,,,,,,,,,,,,,,,
39800000147,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-06 03:20:00","2021-06-07 03:20:00",24.00,,,,,,,,,,,,,,,
39800000149,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-07 03:20:00","2021-06-07 20:50:00",17.50,,,,,,,,,,,,,,,
39800000151,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-06 07:00:00","2021-06-06 19:36:00",12.60,,,,,,,,,,,,,,,
39800000153,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-07 20:50:00","2021-06-07 21:12:00",0.37,,,,,,,,,,,,,,,
39800000156,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-07 21:12:00","2021-06-08 03:30:00",6.30,2.00,,,,,,,,,,0.32,0.32,SALVADOR,-12.9705000,-38.5345000
39800000158,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-07 21:30:00","2021-06-08 15:00:00",17.50,135.00,15.00,15.00,15.00,0.00,134126.00,,,"3 - Gentle breeze","2 - Smooth (wavelets)",7.71,7.71,,-12.0600000,-36.4760000
39800000161,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-08 09:00:00","2021-06-09 15:00:00",30.00,291.00,15.00,14.00,14.50,1.00,129196.65,,,"2 - Light breeze","3 - Slight",9.70,9.70,,-7.5610000,-34.2621000
39800000163,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-09 15:00:00","2021-06-10 15:00:00",24.00,306.00,15.00,14.00,14.50,1.00,129196.65,,,"4 - Moderate breeze","3 - Slight",12.75,12.75,,-3.5500000,-36.5500000
39800000165,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-10 15:00:00","2021-06-11 15:00:00",24.00,298.00,15.00,14.00,14.50,1.00,129196.65,,,"3 - Gentle breeze","4 - Moderate",12.42,12.42,,-2.0300000,-41.3700000
39800000167,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-11 15:00:00","2021-06-12 01:00:00",10.00,128.00,15.00,14.00,14.50,1.00,129196.65,,,"5 - Fresh breeze","5 - Rough",12.80,12.80,SAO LUIS,-2.5761000,-44.3728000
39800000170,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-12 01:00:00","2021-06-12 14:00:00",13.00,40.00,,,,,,,,,,3.08,3.08,,,
39800000172,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-12 14:00:00","2021-06-12 14:30:00",0.50,,,,,,,,,,,,,,,
39800000174,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-12 14:30:00","2021-06-13 06:30:00",16.00,,,,,,,,,,,,,,,
39800000176,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-13 06:30:00","2021-06-13 06:48:00",0.30,,,,,,,,,,,,,,,
39800000178,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-13 06:48:00","2021-06-13 12:06:00",5.30,28.00,,,,,,,,,,5.28,5.28,,,
39800000180,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-13 12:06:00","2021-06-13 14:25:00",2.32,,,,,,,,,,,,,,,
39800000188,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-13 14:25:00","2021-06-17 15:48:00",97.38,,,,,,,,,,,,,,,
39800000190,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-17 20:50:00","2021-06-17 21:30:00",0.67,,,,,,,,,,,,,,,
39800000192,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-17 21:30:00","2021-06-17 22:30:00",1.00,10.00,,,,,,,,,,10.00,10.00,,,
39800000211,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-17 22:30:00","2021-06-18 15:00:00",16.50,203.00,8.00,4.70,6.32,3.30,52274.02,,,"4 - Moderate breeze","4 - Moderate",12.30,12.30,,-2.0356000,-41.2723000
39800000213,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-18 15:00:00","2021-06-19 15:00:00",24.00,309.00,8.00,4.70,6.32,3.30,52274.02,,,"3 - Gentle breeze","2 - Smooth (wavelets)",12.88,12.88,,-4.3200000,-37.1700000
39800000220,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-19 15:00:00","2021-06-19 19:30:00",4.50,56.00,8.00,4.70,6.32,3.30,52274.02,,,"3 - Gentle breeze","2 - Smooth (wavelets)",12.44,12.44,,-4.8258300,-36.4096600
39800000222,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-19 19:30:00","2021-06-19 20:20:00",0.83,,,,,,,,,,,,,,,
39800000224,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-19 20:20:00","2021-06-20 15:00:00",18.67,,,,,,,,,,,,,,,
39800000227,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-20 15:00:00","2021-06-21 15:00:00",24.00,,,,,,,,,,,,,,,
39800000241,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-21 15:00:00","2021-06-22 08:30:00",17.50,,,,,,,,,,,,,,,
39800000244,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-22 08:30:00","2021-06-22 08:55:00",0.42,,,,,,,,,,,,,,,
39800000249,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-22 08:55:00","2021-06-22 10:40:00",1.75,3.00,,,,,,,,,,1.71,1.71,,,
39800000251,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-22 10:40:00","2021-06-22 12:30:00",1.83,,,,,,,,,,,,,,,
39800000283,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-22 14:25:00","2021-06-22 22:35:00",8.17,,,,,,,,,,,,,,,
39800000285,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-23 10:20:00","2021-06-23 14:55:00",4.58,,,,,,,,,,,,,,,
39800000288,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-23 14:55:00","2021-06-23 16:36:00",1.68,,,,,,,,,,,,,,,
39800000290,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-23 16:36:00","2021-06-24 15:00:00",22.40,,,,,,,,,,,,,,,
39800000292,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-24 15:00:00","2021-06-25 15:00:00",24.00,,,,,,,,,,,,,,,
39800000294,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-25 15:00:00","2021-06-26 15:00:00",24.00,,,,,,,,,,,,,,,
39800000296,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-26 15:00:00","2021-06-27 15:00:00",24.00,,,,,,,,,,,,,,,
39800000298,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-27 15:00:00","2021-06-28 15:00:00",24.00,,,,,,,,,,,,,,,
39800000300,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-28 15:00:00","2021-06-29 09:35:00",18.58,,,,,,,,,,,,,,,
39800000302,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-29 09:35:00","2021-06-29 09:55:00",0.33,,,,,,,,,,,,,,,
39800000304,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-06-29 09:55:00","2021-06-29 11:25:00",1.50,3.00,,,,,,,,,,2.00,2.00,,,
39800000307,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-29 11:25:00","2021-06-29 13:00:00",1.58,,,,,,,,,,,,,,,
39800000309,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-29 16:20:00","2021-06-30 00:50:00",8.50,,,,,,,,,,,,,,,
39800000311,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-30 01:38:00","2021-06-30 10:00:00",8.37,,,,,,,,,,,,,,,
39800000313,DANIEL PEREIRA,Aframax,EM PORTO,"2021-06-30 10:30:00","2021-07-01 12:06:00",25.60,,,,,,,,,,,,,,,
39800000315,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-01 15:30:00","2021-07-02 00:10:00",8.67,,,,,,,,,,,,,,,
39800000317,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-02 12:00:00","2021-07-02 13:00:00",1.00,,,,,,,,,,,,,,,
39800000324,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-02 13:00:00","2021-07-02 14:00:00",1.00,,,,,,,,,,,,,,,
39800000326,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-02 14:00:00","2021-07-02 15:00:00",1.00,,,,,,,,,,,,,,,
39800000328,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-02 15:00:00","2021-07-03 15:00:00",24.00,,,,,,,,,,,,,,,
39800000330,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-03 15:00:00","2021-07-04 15:00:00",24.00,,,,,,,,,,,,,,,
39800000332,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-04 15:00:00","2021-07-05 15:00:00",24.00,,,,,,,,,,,,,,,
39800000334,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-05 15:00:00","2021-07-06 15:00:00",24.00,,,,,,,,,,,,,,,
39800000336,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-06 15:00:00","2021-07-07 15:00:00",24.00,,,,,,,,,,,,,,,
39800000338,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-07 15:00:00","2021-07-08 15:00:00",24.00,,,,,,,,,,,,,,,
39800000340,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-08 15:00:00","2021-07-09 15:00:00",24.00,,,,,,,,,,,,,,,
39800000342,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-09 15:00:00","2021-07-10 15:00:00",24.00,,,,,,,,,,,,,,,
39800000344,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-10 15:00:00","2021-07-11 09:40:00",18.67,,,,,,,,,,,,,,,
39800000346,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-11 09:40:00","2021-07-11 09:53:00",0.22,,,,,,,,,,,,,,,
39800000348,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-07-11 09:53:00","2021-07-11 11:34:00",1.68,3.00,,,,,,,,,,1.78,1.78,,,
39800000350,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-11 11:34:00","2021-07-11 16:15:00",4.68,,,,,,,,,,,,,,,
39800000352,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-11 18:00:00","2021-07-12 04:05:00",10.08,,,,,,,,,,,,,,,
39800000368,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-12 04:05:00","2021-07-13 04:30:00",24.42,,,,,,,,,,,,,,,
39800000370,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-13 05:30:00","2021-07-13 14:45:00",9.25,,,,,,,,,,,,,,,
39800000372,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-13 15:45:00","2021-07-13 16:50:00",1.08,,,,,,,,,,,,,,,
39800000374,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-07-13 16:50:00","2021-07-13 17:50:00",1.00,3.00,,,,,,,,,,3.00,3.00,,,
39800000383,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-14 10:00:00","2021-07-14 11:00:00",1.00,,,,,,,,,,,,,,,
39800000385,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-14 11:00:00","2021-07-14 15:00:00",4.00,,,,,,,,,,,,,,,
39800000387,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-14 15:00:00","2021-07-15 15:00:00",24.00,,,,,,,,,,,,,,,
39800000390,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-15 15:00:00","2021-07-16 15:00:00",24.00,,,,,,,,,,,,,,,
39800000392,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-16 15:00:00","2021-07-17 15:00:00",24.00,,,,,,,,,,,,,,,
39800000394,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-17 15:00:00","2021-07-17 19:45:00",4.75,,,,,,,,,,,,,,,
39800000396,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-17 19:45:00","2021-07-17 20:00:00",0.25,,,,,,,,,,,,,,,
39800000406,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-07-17 20:00:00","2021-07-18 06:45:00",10.75,144.00,8.75,7.16,7.95,1.59,66901.19,,,"4 - Moderate breeze","4 - Moderate",13.40,13.40,,-4.5055000,-36.2397900
39800000411,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-07-18 12:50:00","2021-07-18 14:40:00",1.83,3.00,,,,,,,,,,1.64,1.64,,,
39800000413,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-18 14:40:00","2021-07-18 16:06:00",1.43,,,,,,,,,,,,,,,
39800000415,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-18 16:06:00","2021-07-19 15:00:00",22.90,,,,,,,,,,,,,,,
39800000417,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-20 00:00:00","2021-07-23 07:35:00",79.58,,,,,,,,,,,,,,,
39800000419,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-23 09:00:00","2021-07-23 10:25:00",1.42,,,,,,,,,,,,,,,
39800000421,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-07-23 10:25:00","2021-07-23 11:30:00",1.08,3.00,,,,,,,,,,2.77,2.77,,,
39800000428,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-07-23 11:30:00","2021-07-23 15:00:00",3.50,40.00,13.90,13.70,13.80,0.20,122295.56,,,"6 - Strong breeze","5 - Rough",11.43,11.43,,-4.4900000,-35.3800000
39800000430,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-07-23 15:00:00","2021-07-24 11:45:00",20.75,285.00,13.90,13.70,13.80,0.20,122295.56,,,"5 - Fresh breeze","5 - Rough",13.73,13.73,,-8.2400000,-34.5400000
39800000435,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-24 11:45:00","2021-07-24 12:15:00",0.50,,,,,,,,,,,,,,,
39800000437,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-24 12:15:00","2021-07-24 15:00:00",2.75,,,,,,,,,,,,,,,
39800000439,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-24 15:00:00","2021-07-25 15:00:00",24.00,,,,,,,,,,,,,,,
39800000441,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-25 15:00:00","2021-07-26 15:00:00",24.00,,,,,,,,,,,,,,,
39800000443,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-26 15:00:00","2021-07-27 15:00:00",24.00,,,,,,,,,,,,,,,
39800000445,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-27 15:00:00","2021-07-28 15:00:00",24.00,,,,,,,,,,,,,,,
39800000453,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-28 15:00:00","2021-07-29 15:00:00",24.00,,,,,,,,,,,,,,,
39800000455,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-29 15:00:00","2021-07-30 15:00:00",24.00,,,,,,,,,,,,,,,
39800000457,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-30 15:00:00","2021-07-31 15:00:00",24.00,,,,,,,,,,,,,,,
39800000459,DANIEL PEREIRA,Aframax,EM PORTO,"2021-07-31 15:00:00","2021-08-01 15:00:00",24.00,,,,,,,,,,,,,,,
39800000461,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-01 15:00:00","2021-08-02 15:00:00",24.00,,,,,,,,,,,,,,,
39800000463,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-02 15:00:00","2021-08-03 15:00:00",24.00,,,,,,,,,,,,,,,
39800000465,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-03 15:00:00","2021-08-04 15:00:00",24.00,,,,,,,,,,,,,,,
39800000467,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-04 15:00:00","2021-08-05 15:00:00",24.00,,,,,,,,,,,,,,,
39800000470,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-05 15:00:00","2021-08-06 15:00:00",24.00,,,,,,,,,,,,,,,
39800000472,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-06 15:00:00","2021-08-07 15:00:00",24.00,,,,,,,,,,,,,,,
39800000474,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-07 15:00:00","2021-08-08 15:00:00",24.00,,,,,,,,,,,,,,,
39800000477,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-08 15:00:00","2021-08-08 16:30:00",1.50,,,,,,,,,,,,,,,
39800000479,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-08 16:30:00","2021-08-08 16:50:00",0.33,,,,,,,,,,,,,,,
39800000481,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-08 16:50:00","2021-08-08 18:40:00",1.83,3.00,,,,,,,,,,1.64,1.64,,,
39800000483,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-08 18:40:00","2021-08-08 20:00:00",1.33,,,,,,,,,,,,,,,
39800000489,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-09 00:20:00","2021-08-10 16:40:00",40.33,,,,,,,,,,,,,,,
39800000491,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-11 08:15:00","2021-08-11 09:00:00",0.75,,,,,,,,,,,,,,,
39800000493,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-11 09:00:00","2021-08-11 09:45:00",0.75,3.10,,,,,,,,,,4.13,4.13,,,
39800000497,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-11 09:45:00","2021-08-11 10:05:00",0.33,,,,,,,,,,,,,,,
39800000499,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-11 10:05:00","2021-08-11 15:00:00",4.92,,,,,,,,,,,,,,,
39800000501,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-11 15:00:00","2021-08-11 20:15:00",5.25,,,,,,,,,,,,,,,
39800000503,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-11 20:15:00","2021-08-11 20:30:00",0.25,,,,,,,,,,,,,,,
39800000509,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-11 21:00:00","2021-08-12 15:00:00",18.00,220.00,9.00,6.00,7.50,3.00,62722.00,,,"6 - Strong breeze","4 - Moderate",12.22,12.22,,-11.5400000,-36.0200000
39800000511,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-12 15:00:00","2021-08-13 15:00:00",24.00,307.00,9.00,6.00,7.50,3.00,62722.00,,,"5 - Fresh breeze","4 - Moderate",12.79,12.79,,-16.7800000,-37.7300000
39800000513,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-13 15:00:00","2021-08-14 15:00:00",24.00,309.00,9.00,6.00,7.50,3.00,62722.00,,,"2 - Light breeze","4 - Moderate",12.88,12.88,,-21.2800000,-39.4500000
39800000519,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-14 15:00:00","2021-08-15 07:00:00",16.00,210.00,9.00,6.00,7.50,3.00,62722.00,,,"3 - Gentle breeze","4 - Moderate",13.13,13.13,RIO DE JANEIRO,-22.8625000,-43.1466000
39800000523,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-15 07:00:00","2021-08-15 10:50:00",3.83,5.00,9.00,6.00,7.50,3.00,62722.00,,,"3 - Gentle breeze","4 - Moderate",1.30,1.30,,,
39800000525,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-15 10:50:00","2021-08-15 11:05:00",0.25,,,,,,,,,,,,,,,
39800000527,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-15 11:05:00","2021-08-15 18:14:00",7.15,,,,,,,,,,,,,,,
39800000529,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-15 18:14:00","2021-08-15 18:30:00",0.27,,,,,,,,,,,,,,,
39800000533,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-15 18:30:00","2021-08-15 20:40:00",2.17,19.40,9.00,6.00,7.50,3.00,62722.00,,,"3 - Gentle breeze","3 - Slight",8.95,8.95,,,
39800000535,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-15 20:40:00","2021-08-15 21:05:00",0.42,,,,,,,,,,,,,,,
39800000537,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-15 21:05:00","2021-08-16 15:00:00",17.92,,,,,,,,,,,,,,,
39800000539,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-16 15:00:00","2021-08-17 15:00:00",24.00,,,,,,,,,,,,,,,
39800000541,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-17 15:00:00","2021-08-18 15:00:00",24.00,,,,,,,,,,,,,,,
39800000543,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-18 15:00:00","2021-08-19 15:00:00",24.00,,,,,,,,,,,,,,,
39800000545,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-19 15:00:00","2021-08-20 12:00:00",21.00,,,,,,,,,,,,,,,
39800000547,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-20 12:00:00","2021-08-20 12:18:00",0.30,,,,,,,,,,,,,,,
39800000550,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-20 12:18:00","2021-08-20 13:10:00",0.87,1.00,9.00,6.00,7.50,3.00,62722.00,,,"2 - Light breeze","2 - Smooth (wavelets)",1.15,1.15,,,
39800000552,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-20 13:10:00","2021-08-20 14:50:00",1.67,,,,,,,,,,,,,,,
39800000556,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-21 00:50:00","2021-08-23 04:45:00",51.92,,,,,,,,,,,,,,,
39800000558,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-23 12:40:00","2021-08-23 12:58:00",0.30,,,,,,,,,,,,,,,
39800000561,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-23 12:58:00","2021-08-23 13:40:00",0.70,1.70,10.10,10.10,10.10,0.00,86652.02,,,"3 - Gentle breeze","3 - Slight",2.43,2.43,,,
39800000563,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-23 13:40:00","2021-08-23 14:00:00",0.33,,,,,,,,,,,,,,,
39800000565,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-23 14:00:00","2021-08-23 15:00:00",1.00,,,,,,,,,,,,,,,
39800000567,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-23 15:00:00","2021-08-24 15:00:00",24.00,,,,,,,,,,,,,,,
39800000569,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-24 15:00:00","2021-08-25 15:00:00",24.00,,,,,,,,,,,,,,,
39800000571,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-25 15:00:00","2021-08-26 15:00:00",24.00,,,,,,,,,,,,,,,
39800000573,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-26 15:00:00","2021-08-26 22:00:00",7.00,,,,,,,,,,,,,,,
39800000575,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-26 22:00:00","2021-08-26 22:27:00",0.45,,,,,,,,,,,,,,,
39800000577,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-26 22:27:00","2021-08-26 23:30:00",1.05,9.00,10.10,10.10,10.10,0.00,86652.02,,,"3 - Gentle breeze","3 - Slight",8.57,8.57,,,
39800000583,DANIEL PEREIRA,Aframax,NAVEGACAO,"2021-08-26 23:30:00","2021-08-27 06:30:00",7.00,92.00,10.10,10.10,10.10,0.00,86652.02,,,"4 - Moderate breeze","4 - Moderate",13.14,13.14,,-23.1900000,-44.0850000
39800000587,DANIEL PEREIRA,Aframax,EM PORTO,"2021-08-27 06:30:00","2021-08-27 07:00:00",0.50,,,,,,,,,,,,,,,
