sessionId,shipName,class,eventName,startGMTDate,endGMTDate,duration,distance,aftDraft,fwdDraft,midDraft,TRIM,displacement,beaufortScale,seaCondition,beaufortScaleDesc,seaConditionDesc,speed,speedGps,Porto,decLatitude,decLongitude
44500000079,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-03 23:30:00,2021-04-04 15:00:00,15.5,197.0,14.5,13.8,14.15,0.7,125746.11,,,6 - Strong breeze,3 - Slight,12.71,12.71,,-10.77166,-36.42333
44500000081,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-04 15:00:00,2021-04-05 15:00:00,24.0,324.0,14.5,13.8,14.15,0.7,125746.11,,,6 - Strong breeze,4 - Moderate,13.5,13.5,,-6.01666,-34.826
44500000083,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-05 15:00:00,2021-04-06 15:00:00,24.0,357.0,14.5,13.8,14.15,0.7,125746.11,,,6 - Strong breeze,4 - Moderate,14.88,14.88,,-2.348,-39.18016
44500000085,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-06 15:00:00,2021-04-07 15:00:00,24.0,362.0,14.5,13.8,14.15,0.7,125746.11,,,5 - Fresh breeze,5 - Rough,15.08,15.08,,0.971,-44.25283
44500000087,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-07 15:00:00,2021-04-08 15:00:00,24.0,339.0,14.2,13.1,13.65,1.1,120816.76,,,6 - Strong breeze,4 - Moderate,14.13,14.13,,3.993,-48.89116
44500000090,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-08 15:00:00,2021-04-09 15:00:00,24.0,327.0,14.6,13.8,14.15,0.8,126239.04,,,2 - Light breeze,4 - Moderate,13.63,13.63,,6.94216,-53.4
44500000092,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-09 15:00:00,2021-04-10 16:00:00,25.0,317.0,14.6,13.8,14.15,0.8,126239.04,,,5 - Fresh breeze,3 - Slight,12.68,12.68,,9.87133,-57.91466
44500000094,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-10 16:00:00,2021-04-11 16:00:00,24.0,355.0,14.56,13.85,14.15,0.71,126337.63,,,"7 - High wind, moderate gale, near gale",4 - Moderate,14.79,14.79,,14.0139,-61.65266
44500000096,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-11 16:00:00,2021-04-12 09:30:00,17.5,211.0,14.56,13.85,14.15,0.71,126337.63,,,3 - Gentle breeze,2 - Smooth (wavelets),12.06,12.06,,17.40283,-63.04533
44500000098,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-12 09:30:00,2021-04-12 13:05:00,3.58,5.5,,,,,,,,,,1.53,1.53,,17.49116,-63.00278
44500000100,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-12 13:05:00,2021-04-12 13:35:00,0.5,,,,,,,,,,,,,,,
44500000102,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-12 13:35:00,2021-04-12 19:15:00,5.67,,,,,,,,,,,,,,,
44500000104,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-12 19:15:00,2021-04-12 19:30:00,0.25,,,,,,,,,,,,,,,
44500000106,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-12 19:30:00,2021-04-13 19:55:00,24.42,6.0,,,,,,,,,,0.25,0.25,,17.5,-63.006
44500000109,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-13 19:55:00,2021-04-13 20:10:00,0.25,,,,,,,,,,,,,,,
44500000111,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-13 20:10:00,2021-04-14 16:00:00,19.83,,,,,,,,,,,,,,,
44500000113,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-14 16:00:00,2021-04-15 16:00:00,24.0,,,,,,,,,,,,,,,
44500000115,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-15 16:00:00,2021-04-16 16:00:00,24.0,,,,,,,,,,,,,,,
44500000117,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-16 16:00:00,2021-04-16 19:25:00,3.42,,,,,,,,,,,,,,,
44500000119,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-16 19:25:00,2021-04-16 19:40:00,0.25,,,,,,,,,,,,,,,
44500000121,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-16 19:40:00,2021-04-16 21:20:00,1.67,1.4,,,,,,,,,,0.84,0.84,SINT EUSTATIUS,17.2926,-63.2813
44500000123,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-16 21:20:00,2021-04-16 22:55:00,1.58,,,,,,,,,,,,,,,
44500000125,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-16 22:55:00,2021-04-19 12:15:00,61.33,,,,,,,,,,,,,,,
44500000125,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-16 22:55:00,2021-04-19 12:15:00,61.33,,,,,,,,,,,,,,,
44500000127,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-19 12:15:00,2021-04-19 12:40:00,0.42,,,,,,,,,,,,,,,
44500000132,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-19 12:40:00,2021-04-19 13:30:00,0.83,7.0,,,,,,,,,,8.4,8.4,,17.4385,-63.00501
44500000134,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-19 13:30:00,2021-04-20 16:00:00,26.5,346.0,9.5,5.5,7.5,4.0,62722.0,,,5 - Fresh breeze,4 - Moderate,13.06,13.06,,11.61616,-61.71283
44500000136,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-20 15:00:00,2021-04-21 15:00:00,24.0,308.0,9.5,5.5,7.5,4.0,62722.0,,,6 - Strong breeze,4 - Moderate,12.83,12.83,,9.37883,-57.1515
44500000138,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-21 15:00:00,2021-04-22 15:00:00,24.0,285.0,8.65,5.65,7.15,3.0,59542.18,,,5 - Fresh breeze,4 - Moderate,11.88,11.88,,6.66966,-52.97583
39900000058,ROMARIO SILVA,MR2,NAVEGACAO,2021-04-22 08:00:00,2021-04-23 08:00:00,24.0,240.0,,,,,,,,,,10.0,10.0,,-24.2236,-45.2326
44500000140,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-22 15:00:00,2021-04-23 15:00:00,24.0,278.0,8.65,5.65,7.15,3.0,59542.18,,,6 - Strong breeze,4 - Moderate,11.58,11.58,,4.22216,-52.97583
39900000060,ROMARIO SILVA,MR2,NAVEGACAO,2021-04-23 08:00:00,2021-04-24 08:00:00,24.0,240.0,,,,,,,,,,10.0,10.0,,-24.3982,-45.1564
44500000142,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-23 15:00:00,2021-04-24 15:00:00,24.0,318.0,8.6,5.6,7.15,3.0,59087.92,,,4 - Moderate breeze,4 - Moderate,13.25,13.25,SUAPE,1.30003,-44.75533
39900000062,ROMARIO SILVA,MR2,NAVEGACAO,2021-04-24 08:00:00,2021-04-24 20:21:00,12.35,112.0,,,,,,,,,,9.07,9.07,,-23.5474,-45.2922
44500000144,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-24 15:00:00,2021-04-25 15:00:00,24.0,324.0,8.65,5.65,7.15,3.0,59542.18,,,3 - Gentle breeze,3 - Slight,13.5,13.5,,-1.65933,-40.23716
39900000064,ROMARIO SILVA,MR2,EM PORTO,2021-04-24 20:21:00,2021-04-24 20:40:00,0.32,,,,,,,,,,,,,,,
39900000123,ROMARIO SILVA,MR2,EM PORTO,2021-04-24 20:40:00,2021-04-25 20:40:00,24.0,,,,,,,,,,,,,,,
44500000146,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-25 15:00:00,2021-04-26 15:00:00,24.0,304.0,8.65,5.65,7.15,3.0,59542.18,,,6 - Strong breeze,4 - Moderate,12.67,12.67,,-4.4303,-35.97433
39900000125,ROMARIO SILVA,MR2,EM PORTO,2021-04-25 20:40:00,2021-04-26 14:35:00,17.92,,,,,,,,,,,,,,,
39900000128,ROMARIO SILVA,MR2,NAVEGACAO,2021-04-26 14:35:00,2021-04-26 15:30:00,0.92,2.5,,,,,,,,,,2.73,2.73,,-23.4895,-45.2323
44500000148,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-26 15:00:00,2021-04-27 10:30:00,19.5,267.0,8.65,5.65,7.15,3.0,59542.18,,,5 - Fresh breeze,4 - Moderate,13.69,13.69,,-8.30666,-34.80633
39900000130,ROMARIO SILVA,MR2,EM PORTO,2021-04-26 15:30:00,2021-04-26 16:10:00,0.67,,,,,,,,,,,,,,,
44500000150,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-27 10:30:00,2021-04-27 14:53:00,4.38,3.0,,,,,,,,,,0.68,0.68,,-8.39,-34.95333
44500000152,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-27 14:53:00,2021-04-27 16:05:00,1.2,,,,,,,,,,,,,,,
39900000134,ROMARIO SILVA,MR2,EM PORTO,2021-04-27 22:00:00,2021-04-27 22:20:00,0.33,,,,,,,,,,,,,,,
39900000136,ROMARIO SILVA,MR2,NAVEGACAO,2021-04-27 22:20:00,2021-04-28 00:00:00,1.67,7.0,,,,,,,,,,4.2,4.2,,-23.5932,-45.2722
39900000138,ROMARIO SILVA,MR2,NAVEGACAO,2021-04-28 00:00:00,2021-04-28 15:00:00,15.0,195.0,12.0,11.0,11.5,1.0,52861.37,,,3 - Gentle breeze,1 - Calm (rippled),13.0,13.0,,-24.0161,-42.0343
39900000140,ROMARIO SILVA,MR2,NAVEGACAO,2021-04-28 15:00:00,2021-04-29 15:00:00,24.0,301.0,12.0,11.0,11.5,1.0,52861.37,,,4 - Moderate breeze,2 - Smooth (wavelets),12.54,12.54,,-20.5468,-37.5908
44500000168,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-29 12:35:00,2021-04-29 17:15:00,4.67,,,,,,,,,,,,,,,
39900000142,ROMARIO SILVA,MR2,NAVEGACAO,2021-04-29 15:00:00,2021-04-30 15:00:00,24.0,303.0,12.0,11.0,11.5,1.0,52861.37,,,5 - Fresh breeze,2 - Smooth (wavelets),12.63,12.63,,-16.0019,-36.4039
44500000170,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-29 17:15:00,2021-04-29 18:00:00,0.75,5.0,,,,,,,,,,6.67,6.67,,-8.3925,-34.953
44500000172,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-29 18:00:00,2021-04-29 18:45:00,0.75,,,,,,,,,,,,,,,
44500000174,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-29 18:45:00,2021-04-30 14:50:00,20.08,,,,,,,,,,,,,,,
44500000177,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-30 14:50:00,2021-04-30 15:00:00,0.17,,,,,,,,,,,,,,,
39900000144,ROMARIO SILVA,MR2,NAVEGACAO,2021-04-30 15:00:00,2021-05-01 15:00:00,24.0,306.0,11.5,11.0,11.25,0.5,51585.1,,,2 - Light breeze,1 - Calm (rippled),12.75,12.75,,-11.0406,-35.2394
44500000179,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-04-30 15:00:00,2021-04-30 16:10:00,1.17,5.0,,,,,,,,,,4.29,4.29,SUAPE,-8.3925,-34.953
44500000181,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-30 16:10:00,2021-04-30 17:30:00,1.33,,,,,,,,,,,,,,,
44500000183,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-04-30 17:30:00,2021-05-02 22:20:00,52.83,,,,,,,,,,,,,,,
39900000146,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-01 15:00:00,2021-05-02 15:00:00,24.0,317.0,11.5,11.0,11.25,0.5,51585.1,,,1 - Light air,1 - Calm (rippled),13.21,13.21,,-5.5433,-34.4876
39900000148,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-02 15:00:00,2021-05-03 15:00:00,24.0,299.0,11.5,11.0,11.25,0.5,51585.1,,,3 - Gentle breeze,3 - Slight,12.46,12.46,,-2.5496,-38.208
44500000185,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-05-02 22:20:00,2021-05-02 23:00:00,0.67,,,,,,,,,,,,,,,
44500000187,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-02 23:00:00,2021-05-03 00:00:00,1.0,5.0,,,,,,,,,,5.0,5.0,,,
44500000189,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-03 00:00:00,2021-05-03 15:00:00,15.0,168.0,13.75,13.25,13.5,0.5,119337.95,,,3 - Gentle breeze,2 - Smooth (wavelets),11.2,11.2,,-10.705,-36.37383
44500000191,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-03 15:00:00,2021-05-04 08:00:00,17.0,207.0,13.75,13.45,13.6,0.3,120323.82,,,4 - Moderate breeze,1 - Calm (rippled),12.18,12.18,SALVADOR,-12.9705,-38.5345
39900000150,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-03 15:00:00,2021-05-04 15:00:00,24.0,266.0,11.5,11.0,11.25,0.5,51585.1,,,4 - Moderate breeze,4 - Moderate,11.08,11.08,,-1.2109,-43.2404
44500000193,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-04 08:00:00,2021-05-04 09:15:00,1.25,12.0,,,,,,,,,,9.6,9.6,SALVADOR,-12.9705,-38.5345
44500000195,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-05-04 09:15:00,2021-05-04 09:50:00,0.58,,,,,,,,,,,,,,,
44500000197,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-05-04 09:50:00,2021-05-04 15:00:00,5.17,,,,,,,,,,,,,,,
39900000152,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-04 15:00:00,2021-05-05 00:00:00,9.0,105.0,12.0,11.0,11.25,1.0,52861.37,,,3 - Gentle breeze,3 - Slight,11.67,11.67,,-1.2109,-43.2404
44500000199,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-05-04 15:00:00,2021-05-05 15:00:00,24.0,,,,,,,,,,,,,,,
39900000154,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-05 00:00:00,2021-05-06 00:55:00,24.92,36.4,,,,,,,,,,1.46,1.46,,-1.4119,-43.4082
44500000215,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-05-05 15:00:00,2021-05-06 07:45:00,16.75,,,,,,,,,,,,,,,
39900000156,ROMARIO SILVA,MR2,EM PORTO,2021-05-06 00:55:00,2021-05-06 01:30:00,0.58,,,,,,,,,,,,,,,
39900000158,ROMARIO SILVA,MR2,EM PORTO,2021-05-06 01:30:00,2021-05-08 13:50:00,60.33,,,,,,,,,,,,,,,
44500000217,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-05-06 07:45:00,2021-05-06 11:40:00,3.92,,,,,,,,,,,,,,,
44500000219,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-05-06 11:40:00,2021-05-06 16:40:00,5.0,,,,,,,,,,,,,,,
44500000221,RODRIGO PINHEIRO,Aframax,EM PORTO,2021-05-06 16:40:00,2021-05-06 17:00:00,0.33,,,,,,,,,,,,,,,
44500000223,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-06 17:00:00,2021-05-06 18:00:00,1.0,9.0,,,,,,,,,,9.0,9.0,,,
44500000228,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-06 18:00:00,2021-05-07 15:00:00,21.0,272.0,14.1,13.4,13.75,0.7,121802.63,,,2 - Light breeze,1 - Calm (rippled),12.95,12.95,,-15.495,-34.575
44500000231,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-07 15:00:00,2021-05-08 15:00:00,24.0,318.0,14.1,13.4,13.75,0.7,121802.63,,,3 - Gentle breeze,2 - Smooth (wavelets),13.25,13.25,,-18.255,-39.875
39900000160,ROMARIO SILVA,MR2,EM PORTO,2021-05-08 13:50:00,2021-05-08 14:15:00,0.42,,,,,,,,,,,,,,,
44500000233,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-08 14:00:00,2021-05-09 14:00:00,24.0,300.0,14.1,13.4,13.75,0.7,121802.63,,,3 - Gentle breeze,2 - Smooth (wavelets),12.5,12.5,,-20.87,-25.27
39900000162,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-08 14:15:00,2021-05-08 21:00:00,6.75,56.0,,,,,,,,,,8.3,8.3,SAO LUIS,-2.5761,-44.3728
39900000167,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-08 21:00:00,2021-05-09 15:00:00,18.0,238.0,7.5,6.5,7.0,1.0,30490.7,,,5 - Fresh breeze,2 - Smooth (wavelets),13.22,13.22,,-2.276,-39.3362
44500000235,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-09 14:00:00,2021-05-10 14:00:00,24.0,317.0,14.1,13.4,13.75,0.7,121802.63,,,5 - Fresh breeze,2 - Smooth (wavelets),13.21,13.21,,-23.62167,-20.46
39900000169,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-09 15:00:00,2021-05-10 15:00:00,24.0,312.0,7.5,6.5,7.0,1.0,30490.7,,,5 - Fresh breeze,2 - Smooth (wavelets),13.0,13.0,,-4.2923,-35.3623
44500000237,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-10 13:00:00,2021-05-11 13:00:00,24.0,300.0,14.1,13.4,8.75,0.7,121802.63,,,5 - Fresh breeze,2 - Smooth (wavelets),12.5,12.5,,-25.745,-15.505
39900000171,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-10 15:00:00,2021-05-11 15:00:00,24.0,312.0,7.5,6.5,7.0,1.0,30490.7,,,6 - Strong breeze,2 - Smooth (wavelets),13.0,13.0,,-8.3536,-37.3965
44500000239,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-11 13:00:00,2021-05-12 13:00:00,24.0,311.0,14.1,13.4,13.75,0.7,121802.63,,,6 - Strong breeze,3 - Slight,12.96,12.96,,-27.35333,-10.065
39900000173,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-11 15:00:00,2021-05-12 15:00:00,24.0,312.0,7.5,6.5,7.0,1.0,30490.7,,,3 - Gentle breeze,4 - Moderate,13.0,13.0,,-13.2411,-35.0735
44500000241,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-12 12:00:00,2021-05-13 12:00:00,24.0,295.0,14.1,13.4,13.75,0.7,121802.63,,,5 - Fresh breeze,3 - Slight,12.29,12.29,,-28.89833,-4.77
39900000175,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-12 15:00:00,2021-05-13 15:00:00,24.0,312.0,7.5,6.5,7.0,1.0,30490.7,,,2 - Light breeze,2 - Smooth (wavelets),13.0,13.0,,-18.3142,-37.0335
44500000243,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-13 12:00:00,2021-05-14 12:00:00,24.0,302.0,14.1,13.4,13.75,0.7,121802.63,,,5 - Fresh breeze,3 - Slight,12.58,12.58,,-30.48167,0.72667
39900000177,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-13 15:00:00,2021-05-14 15:00:00,24.0,312.0,7.5,6.5,7.0,1.0,30490.7,,,3 - Gentle breeze,3 - Slight,13.0,13.0,,-22.3706,-39.3796
44500000245,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-14 12:00:00,2021-05-15 12:00:00,24.0,315.0,14.1,13.4,13.75,0.7,121802.63,,,5 - Fresh breeze,3 - Slight,13.13,13.13,,-32.12167,6.52
39900000179,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-14 15:00:00,2021-05-15 15:00:00,24.0,312.0,7.5,6.5,7.0,1.0,30490.7,,,3 - Gentle breeze,3 - Slight,13.0,13.0,,-24.0382,-44.267
44500000247,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-15 11:00:00,2021-05-16 11:00:00,24.0,281.0,14.1,13.4,13.75,0.7,121802.63,,,4 - Moderate breeze,3 - Slight,11.71,11.71,,-33.58,11.90167
39900000183,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-15 15:00:00,2021-05-15 20:00:00,5.0,2.0,7.5,6.5,7.0,1.0,30490.7,4.0,,4 - Moderate breeze,3 - Slight,0.4,0.4,SAO SEBASTIAO,-23.8063,-45.3964
39900000213,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-15 20:00:00,2021-05-15 20:10:00,0.17,0.5,,,,,,,,,,3.0,3.0,,-23.5243,-45.303
39900000215,ROMARIO SILVA,MR2,EM PORTO,2021-05-15 20:10:00,2021-05-15 20:20:00,0.17,,,,,,,,,,,,,,,
39900000217,ROMARIO SILVA,MR2,EM PORTO,2021-05-15 20:20:00,2021-05-16 20:20:00,24.0,,,,,,,,,,,,,,,
44500000249,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-16 11:00:00,2021-05-17 11:00:00,24.0,295.0,14.1,13.4,13.75,0.7,121802.63,,,4 - Moderate breeze,3 - Slight,12.29,12.29,,-35.255,17.39833
39900000219,ROMARIO SILVA,MR2,EM PORTO,2021-05-16 20:20:00,2021-05-16 22:40:00,2.33,,,,,,,,,,,,,,,
39900000221,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-16 22:40:00,2021-05-17 00:30:00,1.83,6.5,,,,,,,,,,3.55,3.55,,-23.5237,-45.3008
39900000223,ROMARIO SILVA,MR2,EM PORTO,2021-05-17 00:30:00,2021-05-17 01:15:00,0.75,,,,,,,,,,,,,,,
44500000251,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-17 11:00:00,2021-05-18 11:00:00,24.0,321.0,14.1,13.4,13.75,0.7,121802.63,,,4 - Moderate breeze,3 - Slight,13.38,13.38,,-36.02,23.925
39900000225,ROMARIO SILVA,MR2,EM PORTO,2021-05-17 13:30:00,2021-05-17 15:40:00,2.17,,,,,,,,,,,,,,,
44500000253,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-18 10:00:00,2021-05-19 10:00:00,24.0,293.0,14.1,13.4,13.75,0.7,121802.63,,,3 - Gentle breeze,4 - Moderate,12.21,12.21,,-34.40167,29.39167
39900000239,ROMARIO SILVA,MR2,EM PORTO,2021-05-19 03:25:00,2021-05-19 03:45:00,0.33,,,,,,,,,,,,,,,
39900000241,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-19 03:45:00,2021-05-19 05:45:00,2.0,7.0,,,,,,,,,,3.5,3.5,,-23.4794,-45.2304
39900000244,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-19 05:45:00,2021-05-19 15:00:00,9.25,122.0,11.0,10.0,10.5,1.0,47756.3,,,3 - Gentle breeze,3 - Slight,13.19,13.19,,-24.0282,-43.1521
44500000255,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-19 10:00:00,2021-05-20 10:00:00,24.0,313.0,14.1,13.4,13.75,0.7,121802.63,,,"8 - Gale, fresh gale",5 - Rough,13.04,13.04,,-32.62,35.59333
39900000247,ROMARIO SILVA,MR2,NAVEGACAO,2021-05-19 15:00:00,2021-05-20 15:00:00,24.0,312.0,11.0,10.0,10.5,1.0,47756.3,,,5 - Fresh breeze,5 - Rough,13.0,13.0,,-21.4685,-38.4826
44500000257,RODRIGO PINHEIRO,Aframax,NAVEGACAO,2021-05-20 09:00:00,2021-05-21 09:00:00,24.0,279.0,14.1,13.4,13.75,0.7,121802.63,,,6 - Strong breeze,5 - Rough,11.63,11.63,,-31.04333,40.535
